Date,Value,Column_Order,Description,Unit
2021-06,8.050457,12,Total Primary Energy Consumption,Quadrillion Btu
2021-07,8.41805,12,Total Primary Energy Consumption,Quadrillion Btu
2021-08,8.528827,12,Total Primary Energy Consumption,Quadrillion Btu
2021-09,7.724445,12,Total Primary Energy Consumption,Quadrillion Btu
2021-10,7.758761,12,Total Primary Energy Consumption,Quadrillion Btu
2021-11,8.144297,12,Total Primary Energy Consumption,Quadrillion Btu
2021-12,8.753643,12,Total Primary Energy Consumption,Quadrillion Btu
2022-01,9.508195,12,Total Primary Energy Consumption,Quadrillion Btu
2022-02,8.460574,12,Total Primary Energy Consumption,Quadrillion Btu
2022-03,8.543246,12,Total Primary Energy Consumption,Quadrillion Btu
2022-04,7.746131,12,Total Primary Energy Consumption,Quadrillion Btu
2022-05,7.935685,12,Total Primary Energy Consumption,Quadrillion Btu
2022-06,8.155757,12,Total Primary Energy Consumption,Quadrillion Btu
2022-07,8.584805,12,Total Primary Energy Consumption,Quadrillion Btu
2022-08,8.530444,12,Total Primary Energy Consumption,Quadrillion Btu
2022-09,7.782741,12,Total Primary Energy Consumption,Quadrillion Btu
2022-10,7.811175,12,Total Primary Energy Consumption,Quadrillion Btu
2022-11,8.285891,12,Total Primary Energy Consumption,Quadrillion Btu
2022-12,9.080175,12,Total Primary Energy Consumption,Quadrillion Btu
